lakeid,year4,sample_date,station,species_code,species_name,density,individuals_measured,avg_length
"CB",2008,2008-10-22 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",7.30,,
"CB",2008,2008-10-22 00:00:00,1,61911,"LECANE MIRA",2.80,4,0.10
"CB",2008,2008-10-22 00:00:00,1,62000,"LEPADELLA",0.60,,
"CB",2008,2008-10-22 00:00:00,1,63004,"POLYARTHRA REMATA",69.40,5,0.08
"CB",2008,2008-10-22 00:00:00,1,63005,"POLYARTHRA VULGARIS",48.70,,
"CB",2008,2008-10-22 00:00:00,1,63400,"SYNCHAETA",1.10,,
"CB",2008,2008-10-22 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",25.80,23,0.10
"CB",2008,2008-11-06 00:00:00,1,10000,"COPEPOD NAUPLII",1.10,,
"CB",2008,2008-11-06 00:00:00,1,20000,"CYCLOPOID",0.60,2,0.39
"CB",2008,2008-11-06 00:00:00,1,20601,"MESOCYCLOPS EDAX",1.40,4,1.14
"CB",2008,2008-11-06 00:00:00,1,50700,"BOSMINIDAE",0.30,1,0.41
"CB",2008,2008-11-06 00:00:00,1,51000,"CHYDORUS",1.10,4,0.27
"CB",2008,2008-11-06 00:00:00,1,51130,"DAPHNIA PULICARIA",8.70,14,1.09
"CB",2008,2008-11-06 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",0.30,1,0.51
"CB",2008,2008-11-06 00:00:00,1,61300,"EUCHLANIS",0.60,,
"CB",2008,2008-11-06 00:00:00,1,61502,"GASTROPUS STYLIFER",1.10,,
"CB",2008,2008-11-06 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",36.40,,
"CB",2008,2008-11-06 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",5.00,,
"CB",2008,2008-11-06 00:00:00,1,62201,"MANFREDIUM EUDACTYLOTUM",0.60,1,0.11
"CB",2008,2008-11-06 00:00:00,1,62401,"MONOSTYLA BULLA",0.60,1,0.11
"CB",2008,2008-11-06 00:00:00,1,63004,"POLYARTHRA REMATA",57.10,,
"CB",2008,2008-11-06 00:00:00,1,63005,"POLYARTHRA VULGARIS",14.00,,
"CB",2008,2008-11-06 00:00:00,1,63400,"SYNCHAETA",1.10,2,0.19
"CB",2008,2008-11-06 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",5.60,,
"CB",2009,2009-02-17 00:00:00,1,20000,"CYCLOPOID",0.28,1,0.51
"CB",2009,2009-02-17 00:00:00,1,20302,"DIACYCLOPS THOMASI",1.12,4,0.58
"CB",2009,2009-02-17 00:00:00,1,20601,"MESOCYCLOPS EDAX",0.28,1,1.23
"CB",2009,2009-02-17 00:00:00,1,50700,"BOSMINIDAE",1.68,6,0.41
"CB",2009,2009-02-17 00:00:00,1,60200,"ASCOMORPHA",8.40,,
"CB",2009,2009-02-17 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",19.60,,
"CB",2009,2009-02-17 00:00:00,1,61805,"KERATELLA HIEMALIS",7.00,,
"CB",2009,2009-02-17 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",107.80,,
"CB",2009,2009-02-17 00:00:00,1,61810,"KERATELLA TICINENSIS",74.20,,
"CB",2009,2009-02-17 00:00:00,1,63004,"POLYARTHRA REMATA",113.40,,
"CB",2009,2009-02-17 00:00:00,1,63005,"POLYARTHRA VULGARIS",1.40,,
"CB",2009,2009-02-17 00:00:00,1,63400,"SYNCHAETA",166.60,,
"CB",2009,2009-02-17 00:00:00,1,88888,"UNKNOWN ROTIFER",12.60,,
"CB",2009,2009-04-27 00:00:00,1,10000,"COPEPOD NAUPLII",21.00,,
"CB",2009,2009-04-27 00:00:00,1,20601,"MESOCYCLOPS EDAX",7.00,24,1.15
"CB",2009,2009-04-27 00:00:00,1,51000,"CHYDORUS",0.56,2,0.25
"CB",2009,2009-04-27 00:00:00,1,51130,"DAPHNIA PULICARIA",0.84,3,0.53
"CB",2009,2009-04-27 00:00:00,1,60500,"CEPHALODELLA",1.40,,
"CB",2009,2009-04-27 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",2.80,,
"CB",2009,2009-04-27 00:00:00,1,61805,"KERATELLA HIEMALIS",7.00,,
"CB",2009,2009-04-27 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",119.00,,
"CB",2009,2009-04-27 00:00:00,1,61810,"KERATELLA TICINENSIS",288.40,,
"CB",2009,2009-04-27 00:00:00,1,63004,"POLYARTHRA REMATA",4.20,,
"CB",2009,2009-04-27 00:00:00,1,63400,"SYNCHAETA",51.80,,
"CB",2009,2009-05-27 00:00:00,1,10000,"COPEPOD NAUPLII",30.80,,
"CB",2009,2009-05-27 00:00:00,1,20000,"CYCLOPOID",5.04,3,0.51
"CB",2009,2009-05-27 00:00:00,1,20302,"DIACYCLOPS THOMASI",1.40,5,0.51
"CB",2009,2009-05-27 00:00:00,1,20601,"MESOCYCLOPS EDAX",7.56,13,0.73
"CB",2009,2009-05-27 00:00:00,1,50700,"BOSMINIDAE",1.40,3,0.27
"CB",2009,2009-05-27 00:00:00,1,51000,"CHYDORUS",1.68,4,0.22
"CB",2009,2009-05-27 00:00:00,1,51130,"DAPHNIA PULICARIA",0.28,,
"CB",2009,2009-05-27 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",5.60,,
"CB",2009,2009-05-27 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",347.20,,
"CB",2009,2009-05-27 00:00:00,1,61810,"KERATELLA TICINENSIS",1232.00,,
"CB",2009,2009-05-27 00:00:00,1,63004,"POLYARTHRA REMATA",196.00,,
"CB",2009,2009-05-27 00:00:00,1,63005,"POLYARTHRA VULGARIS",11.20,,
"CB",2009,2009-05-27 00:00:00,1,63400,"SYNCHAETA",5.60,,
"CB",2009,2009-05-27 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",16.80,,
"CB",2009,2009-06-23 00:00:00,1,10000,"COPEPOD NAUPLII",15.12,,
"CB",2009,2009-06-23 00:00:00,1,20601,"MESOCYCLOPS EDAX",6.44,19,0.98
"CB",2009,2009-06-23 00:00:00,1,50700,"BOSMINIDAE",3.92,13,0.32
"CB",2009,2009-06-23 00:00:00,1,51000,"CHYDORUS",0.28,1,0.21
"CB",2009,2009-06-23 00:00:00,1,51130,"DAPHNIA PULICARIA",1.40,5,0.71
"CB",2009,2009-06-23 00:00:00,1,61502,"GASTROPUS STYLIFER",11.20,,
"CB",2009,2009-06-23 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",5.60,,
"CB",2009,2009-06-23 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",294.00,,
"CB",2009,2009-06-23 00:00:00,1,61810,"KERATELLA TICINENSIS",23.52,,
"CB",2009,2009-06-23 00:00:00,1,63004,"POLYARTHRA REMATA",4.48,,
"CB",2009,2009-06-23 00:00:00,1,63005,"POLYARTHRA VULGARIS",1.12,,
"CB",2009,2009-06-23 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",7.28,,
"CB",2009,2009-07-22 00:00:00,1,10000,"COPEPOD NAUPLII",6.16,,
"CB",2009,2009-07-22 00:00:00,1,20000,"CYCLOPOID",1.68,5,0.42
"CB",2009,2009-07-22 00:00:00,1,20601,"MESOCYCLOPS EDAX",4.20,10,1.09
"CB",2009,2009-07-22 00:00:00,1,50700,"BOSMINIDAE",0.56,2,0.34
"CB",2009,2009-07-22 00:00:00,1,51000,"CHYDORUS",0.28,1,0.24
"CB",2009,2009-07-22 00:00:00,1,51130,"DAPHNIA PULICARIA",3.64,13,0.84
"CB",2009,2009-07-22 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",0.28,1,0.57
"CB",2009,2009-07-22 00:00:00,1,61502,"GASTROPUS STYLIFER",2.24,,
"CB",2009,2009-07-22 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",2.24,,
"CB",2009,2009-07-22 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",109.76,,
"CB",2009,2009-07-22 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",1.68,,
"CB",2009,2009-08-18 00:00:00,1,10000,"COPEPOD NAUPLII",14.56,,
"CB",2009,2009-08-18 00:00:00,1,20000,"CYCLOPOID",0.84,1,0.41
"CB",2009,2009-08-18 00:00:00,1,20601,"MESOCYCLOPS EDAX",14.00,23,0.83
"CB",2009,2009-08-18 00:00:00,1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.28,,
"CB",2009,2009-08-18 00:00:00,1,50700,"BOSMINIDAE",14.84,30,0.34
"CB",2009,2009-08-18 00:00:00,1,51000,"CHYDORUS",0.56,,
"CB",2009,2009-08-18 00:00:00,1,51130,"DAPHNIA PULICARIA",16.24,30,0.80
"CB",2009,2009-08-18 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",0.56,1,0.74
"CB",2009,2009-08-18 00:00:00,1,61502,"GASTROPUS STYLIFER",21.28,,
"CB",2009,2009-08-18 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",3.36,,
"CB",2009,2009-08-18 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",193.20,,
"CB",2009,2009-08-18 00:00:00,1,62407,"MONOSTYLA OBTUSA",0.56,,
"CB",2009,2009-08-18 00:00:00,1,63005,"POLYARTHRA VULGARIS",22.96,,
"CB",2009,2009-09-16 00:00:00,1,10000,"COPEPOD NAUPLII",79.52,,
"CB",2009,2009-09-16 00:00:00,1,20403,"EUCYCLOPS ELEGANS",0.28,1,0.99
"CB",2009,2009-09-16 00:00:00,1,20601,"MESOCYCLOPS EDAX",13.16,46,1.00
"CB",2009,2009-09-16 00:00:00,1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.84,3,0.44
"CB",2009,2009-09-16 00:00:00,1,50700,"BOSMINIDAE",18.48,31,0.35
"CB",2009,2009-09-16 00:00:00,1,51000,"CHYDORUS",0.28,1,0.33
"CB",2009,2009-09-16 00:00:00,1,51130,"DAPHNIA PULICARIA",20.44,54,0.83
"CB",2009,2009-09-16 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",6.16,22,0.77
"CB",2009,2009-09-16 00:00:00,1,61502,"GASTROPUS STYLIFER",1.12,,
"CB",2009,2009-09-16 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",0.56,,
"CB",2009,2009-09-16 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",207.20,,
"CB",2009,2009-09-16 00:00:00,1,61911,"LECANE MIRA",1.12,,
"CB",2009,2009-09-16 00:00:00,1,62406,"MONOSTYLA LUNARIS",1.68,,
"CB",2009,2009-09-16 00:00:00,1,63005,"POLYARTHRA VULGARIS",21.56,,
"CB",2009,2009-10-13 00:00:00,1,10000,"COPEPOD NAUPLII",12.88,,
"CB",2009,2009-10-13 00:00:00,1,20000,"CYCLOPOID",0.28,1,0.70
"CB",2009,2009-10-13 00:00:00,1,20601,"MESOCYCLOPS EDAX",0.28,1,0.89
"CB",2009,2009-10-13 00:00:00,1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.12,4,0.46
"CB",2009,2009-10-13 00:00:00,1,50700,"BOSMINIDAE",52.08,50,0.37
"CB",2009,2009-10-13 00:00:00,1,51000,"CHYDORUS",0.28,1,0.29
"CB",2009,2009-10-13 00:00:00,1,51130,"DAPHNIA PULICARIA",4.48,16,0.76
"CB",2009,2009-10-13 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",1.96,7,0.74
"CB",2009,2009-10-13 00:00:00,1,61502,"GASTROPUS STYLIFER",22.96,,
"CB",2009,2009-10-13 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",30.24,,
"CB",2009,2009-10-13 00:00:00,1,61911,"LECANE MIRA",0.56,,
"CB",2009,2009-10-13 00:00:00,1,62407,"MONOSTYLA OBTUSA",0.56,,
"CB",2009,2009-10-13 00:00:00,1,63004,"POLYARTHRA REMATA",1.12,,
"CB",2009,2009-10-13 00:00:00,1,63005,"POLYARTHRA VULGARIS",266.56,,
"CB",2009,2009-10-13 00:00:00,1,63400,"SYNCHAETA",0.56,,
"CB",2009,2009-10-13 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",9.52,,
"CB",2009,2009-10-13 00:00:00,1,63612,"TRICHOCERCA MULTICRINIS",0.56,,
"CB",2009,2009-11-09 00:00:00,1,10000,"COPEPOD NAUPLII",1.40,,
"CB",2009,2009-11-09 00:00:00,1,20000,"CYCLOPOID",0.28,1,0.46
"CB",2009,2009-11-09 00:00:00,1,50700,"BOSMINIDAE",22.12,30,0.39
"CB",2009,2009-11-09 00:00:00,1,51000,"CHYDORUS",1.40,5,0.25
"CB",2009,2009-11-09 00:00:00,1,51130,"DAPHNIA PULICARIA",3.92,14,0.96
"CB",2009,2009-11-09 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",0.84,2,0.46
"CB",2009,2009-11-09 00:00:00,1,60200,"ASCOMORPHA",3.36,,
"CB",2009,2009-11-09 00:00:00,1,61502,"GASTROPUS STYLIFER",25.76,,
"CB",2009,2009-11-09 00:00:00,1,61800,"KERATELLA",0.28,,
"CB",2009,2009-11-09 00:00:00,1,61805,"KERATELLA HIEMALIS",0.28,,
"CB",2009,2009-11-09 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",15.12,,
"CB",2009,2009-11-09 00:00:00,1,61810,"KERATELLA TICINENSIS",0.28,,
"CB",2009,2009-11-09 00:00:00,1,62000,"LEPADELLA",0.28,,
"CB",2009,2009-11-09 00:00:00,1,62406,"MONOSTYLA LUNARIS",1.12,,
"CB",2009,2009-11-09 00:00:00,1,62407,"MONOSTYLA OBTUSA",0.28,,
"CB",2009,2009-11-09 00:00:00,1,63004,"POLYARTHRA REMATA",2.24,,
"CB",2009,2009-11-09 00:00:00,1,63005,"POLYARTHRA VULGARIS",60.20,,
"CB",2009,2009-11-09 00:00:00,1,63400,"SYNCHAETA",0.28,,
"CB",2009,2009-11-09 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",12.60,,
"CB",2009,2009-11-09 00:00:00,1,88888,"UNKNOWN ROTIFER",0.28,,
"TB",2004,2004-02-19 00:00:00,1,10000,"COPEPOD NAUPLII",0.30,,
"TB",2004,2004-02-19 00:00:00,1,61804,"KERATELLA EARLINAE",0.60,,
"TB",2004,2004-02-19 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",0.30,,
"TB",2004,2004-04-26 00:00:00,1,10000,"COPEPOD NAUPLII",3.90,,
"TB",2004,2004-04-26 00:00:00,1,20601,"MESOCYCLOPS EDAX",5.90,,
"TB",2004,2004-04-26 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",0.30,,
"TB",2004,2004-04-26 00:00:00,1,61801,"KERATELLA COCHLEARIS",0.60,,
"TB",2004,2004-04-26 00:00:00,1,88888,"UNKNOWN ROTIFER",0.30,,
"TB",2004,2004-05-25 00:00:00,1,10000,"COPEPOD NAUPLII",28.80,,
"TB",2004,2004-05-25 00:00:00,1,20000,"CYCLOPOID",0.60,,
"TB",2004,2004-05-25 00:00:00,1,20302,"DIACYCLOPS THOMASI",1.10,,
"TB",2004,2004-05-25 00:00:00,1,20601,"MESOCYCLOPS EDAX",3.00,,
"TB",2004,2004-05-25 00:00:00,1,50700,"BOSMINIDAE",1.70,,
"TB",2004,2004-05-25 00:00:00,1,51000,"CHYDORUS",0.80,,
"TB",2004,2004-05-25 00:00:00,1,60200,"ASCOMORPHA",7.60,,
"TB",2004,2004-05-25 00:00:00,1,61702,"KELLICOTTIA LONGISPINA",0.60,,
"TB",2004,2004-05-25 00:00:00,1,61806,"KERATELLA QUADRATA",0.60,,
"TB",2004,2004-05-25 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",2.80,,
"TB",2004,2004-05-25 00:00:00,1,61918,"LECANE TENUISETA",0.30,,
"TB",2004,2004-05-25 00:00:00,1,62406,"MONOSTYLA LUNARIS",0.30,,
"TB",2004,2004-05-25 00:00:00,1,63005,"POLYARTHRA VULGARIS",0.80,,
"TB",2004,2004-05-25 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",2.00,,
"TB",2004,2004-06-21 00:00:00,1,10000,"COPEPOD NAUPLII",8.70,,
"TB",2004,2004-06-21 00:00:00,1,20601,"MESOCYCLOPS EDAX",10.70,,
"TB",2004,2004-06-21 00:00:00,1,50700,"BOSMINIDAE",15.40,,
"TB",2004,2004-06-21 00:00:00,1,51000,"CHYDORUS",0.60,,
"TB",2004,2004-06-21 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",8.70,,
"TB",2004,2004-06-21 00:00:00,1,63004,"POLYARTHRA REMATA",0.30,,
"TB",2004,2004-07-19 00:00:00,1,10000,"COPEPOD NAUPLII",4.50,,
"TB",2004,2004-07-19 00:00:00,1,20601,"MESOCYCLOPS EDAX",7.40,,
"TB",2004,2004-07-19 00:00:00,1,50700,"BOSMINIDAE",19.60,,
"TB",2004,2004-07-19 00:00:00,1,51130,"DAPHNIA PULICARIA",2.50,,
"TB",2004,2004-07-19 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",2.20,,
"TB",2004,2004-08-17 00:00:00,1,10000,"COPEPOD NAUPLII",5.90,,
"TB",2004,2004-08-17 00:00:00,1,20601,"MESOCYCLOPS EDAX",5.30,,
"TB",2004,2004-08-17 00:00:00,1,50700,"BOSMINIDAE",12.00,,
"TB",2004,2004-08-17 00:00:00,1,51130,"DAPHNIA PULICARIA",4.50,,
"TB",2004,2004-08-17 00:00:00,1,63005,"POLYARTHRA VULGARIS",2.20,,
"TB",2004,2004-08-31 00:00:00,1,10000,"COPEPOD NAUPLII",11.80,,
"TB",2004,2004-08-31 00:00:00,1,20601,"MESOCYCLOPS EDAX",10.50,,
"TB",2004,2004-08-31 00:00:00,1,50700,"BOSMINIDAE",5.60,,
"TB",2004,2004-08-31 00:00:00,1,51000,"CHYDORUS",0.30,,
"TB",2004,2004-08-31 00:00:00,1,51130,"DAPHNIA PULICARIA",5.60,,
"TB",2004,2004-08-31 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",0.30,,
"TB",2004,2004-08-31 00:00:00,1,61810,"KERATELLA TICINENSIS",0.30,,
"TB",2004,2004-08-31 00:00:00,1,63005,"POLYARTHRA VULGARIS",14.80,,
"TB",2004,2004-09-10 00:00:00,1,10000,"COPEPOD NAUPLII",6.40,,
"TB",2004,2004-09-10 00:00:00,1,20601,"MESOCYCLOPS EDAX",8.10,,
"TB",2004,2004-09-10 00:00:00,1,50700,"BOSMINIDAE",2.20,,
"TB",2004,2004-09-10 00:00:00,1,51130,"DAPHNIA PULICARIA",7.90,,
"TB",2004,2004-09-10 00:00:00,1,61800,"KERATELLA",0.60,,
"TB",2004,2004-09-10 00:00:00,1,61803,"KERATELLA CRASSA",0.30,,
"TB",2004,2004-09-10 00:00:00,1,63005,"POLYARTHRA VULGARIS",4.20,,
"TB",2004,2004-10-12 00:00:00,1,20601,"MESOCYCLOPS EDAX",3.40,,
"TB",2004,2004-10-12 00:00:00,1,50700,"BOSMINIDAE",7.30,,
"TB",2004,2004-10-12 00:00:00,1,51000,"CHYDORUS",0.30,,
"TB",2004,2004-10-12 00:00:00,1,51130,"DAPHNIA PULICARIA",9.00,,
"TB",2004,2004-10-12 00:00:00,1,62406,"MONOSTYLA LUNARIS",0.30,,
"TB",2004,2004-10-12 00:00:00,1,63004,"POLYARTHRA REMATA",0.30,,
"TB",2004,2004-10-12 00:00:00,1,63005,"POLYARTHRA VULGARIS",40.90,,
"TB",2004,2004-11-11 00:00:00,1,10000,"COPEPOD NAUPLII",0.60,,
"TB",2004,2004-11-11 00:00:00,1,20601,"MESOCYCLOPS EDAX",0.30,,
"TB",2004,2004-11-11 00:00:00,1,50700,"BOSMINIDAE",5.90,,
"TB",2004,2004-11-11 00:00:00,1,51000,"CHYDORUS",0.30,,
"TB",2004,2004-11-11 00:00:00,1,51130,"DAPHNIA PULICARIA",0.60,,
"TB",2004,2004-11-11 00:00:00,1,60200,"ASCOMORPHA",0.80,,
"TB",2004,2004-11-11 00:00:00,1,60400,"BRACHIONUS",1.10,,
"TB",2004,2004-11-11 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",0.30,,
"TB",2004,2004-11-11 00:00:00,1,61900,"LECANE",0.30,,
"TB",2004,2004-11-11 00:00:00,1,62201,"MANFREDIUM EUDACTYLOTUM",0.30,,
"TB",2004,2004-11-11 00:00:00,1,63004,"POLYARTHRA REMATA",1.40,,
"TB",2004,2004-11-11 00:00:00,1,63005,"POLYARTHRA VULGARIS",9.80,,
"TB",2005,2005-02-15 00:00:00,1,10000,"COPEPOD NAUPLII",0.30,,
"TB",2005,2005-04-18 00:00:00,1,10000,"COPEPOD NAUPLII",9.20,,
"TB",2005,2005-04-18 00:00:00,1,20601,"MESOCYCLOPS EDAX",0.80,,
"TB",2005,2005-04-18 00:00:00,1,51130,"DAPHNIA PULICARIA",0.30,,
"TB",2005,2005-04-18 00:00:00,1,61801,"KERATELLA COCHLEARIS",0.80,,
"TB",2005,2005-04-18 00:00:00,1,61918,"LECANE TENUISETA",0.30,,
"TB",2005,2005-05-18 00:00:00,1,10000,"COPEPOD NAUPLII",10.10,,
"TB",2005,2005-05-18 00:00:00,1,20302,"DIACYCLOPS THOMASI",2.20,,
"TB",2005,2005-05-18 00:00:00,1,20601,"MESOCYCLOPS EDAX",3.70,,
"TB",2005,2005-05-18 00:00:00,1,50700,"BOSMINIDAE",0.30,,
"TB",2005,2005-05-18 00:00:00,1,51000,"CHYDORUS",0.60,,
"TB",2005,2005-05-18 00:00:00,1,61702,"KELLICOTTIA LONGISPINA",0.80,,
"TB",2005,2005-05-18 00:00:00,1,61801,"KERATELLA COCHLEARIS",0.30,,
"TB",2005,2005-05-18 00:00:00,1,61806,"KERATELLA QUADRATA",0.30,,
"TB",2005,2005-05-18 00:00:00,1,61809,"KERATELLA TESTUDO",3.40,,
"TB",2005,2005-05-18 00:00:00,1,62001,"LEPADELLA ACUMINATA",0.60,,
"TB",2005,2005-05-18 00:00:00,1,63005,"POLYARTHRA VULGARIS",2.00,,
"TB",2005,2005-06-16 00:00:00,1,10000,"COPEPOD NAUPLII",12.30,,
"TB",2005,2005-06-16 00:00:00,1,20601,"MESOCYCLOPS EDAX",13.10,,
"TB",2005,2005-06-16 00:00:00,1,50700,"BOSMINIDAE",10.60,,
"TB",2005,2005-06-16 00:00:00,1,51130,"DAPHNIA PULICARIA",2.80,,
"TB",2005,2005-06-16 00:00:00,1,61801,"KERATELLA COCHLEARIS",1.70,,
"TB",2005,2005-06-16 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",0.30,,
"TB",2005,2005-06-16 00:00:00,1,61809,"KERATELLA TESTUDO",0.30,,
"TB",2005,2005-06-16 00:00:00,1,63005,"POLYARTHRA VULGARIS",5.00,,
"TB",2005,2005-07-11 00:00:00,1,10000,"COPEPOD NAUPLII",13.70,,
"TB",2005,2005-07-11 00:00:00,1,20601,"MESOCYCLOPS EDAX",13.20,,
"TB",2005,2005-07-11 00:00:00,1,50700,"BOSMINIDAE",8.70,,
"TB",2005,2005-07-11 00:00:00,1,51130,"DAPHNIA PULICARIA",6.70,,
"TB",2005,2005-07-11 00:00:00,1,61801,"KERATELLA COCHLEARIS",0.30,,
"TB",2005,2005-07-11 00:00:00,1,63005,"POLYARTHRA VULGARIS",14.80,,
"TB",2005,2005-08-08 00:00:00,1,10000,"COPEPOD NAUPLII",3.40,,
"TB",2005,2005-08-08 00:00:00,1,20601,"MESOCYCLOPS EDAX",3.70,,
"TB",2005,2005-08-08 00:00:00,1,51000,"CHYDORUS",0.30,,
"TB",2005,2005-08-08 00:00:00,1,51130,"DAPHNIA PULICARIA",3.10,,
"TB",2005,2005-08-08 00:00:00,1,61803,"KERATELLA CRASSA",0.30,,
"TB",2005,2005-08-08 00:00:00,1,63005,"POLYARTHRA VULGARIS",4.20,,
"TB",2005,2005-08-08 00:00:00,1,88888,"UNKNOWN ROTIFER",0.30,,
"TB",2005,2005-09-08 00:00:00,1,10000,"COPEPOD NAUPLII",2.00,,
"TB",2005,2005-09-08 00:00:00,1,20601,"MESOCYCLOPS EDAX",2.90,,
"TB",2005,2005-09-08 00:00:00,1,50700,"BOSMINIDAE",4.50,,
"TB",2005,2005-09-08 00:00:00,1,51000,"CHYDORUS",0.30,,
"TB",2005,2005-09-08 00:00:00,1,61502,"GASTROPUS STYLIFER",0.30,,
"TB",2005,2005-09-08 00:00:00,1,61801,"KERATELLA COCHLEARIS",0.30,,
"TB",2005,2005-09-08 00:00:00,1,63005,"POLYARTHRA VULGARIS",30.50,,
"TB",2005,2005-09-08 00:00:00,1,63400,"SYNCHAETA",0.30,,
"TB",2005,2005-10-05 00:00:00,1,20601,"MESOCYCLOPS EDAX",6.70,,
"TB",2005,2005-10-05 00:00:00,1,50700,"BOSMINIDAE",8.70,,
"TB",2005,2005-10-05 00:00:00,1,51000,"CHYDORUS",0.30,,
"TB",2005,2005-10-05 00:00:00,1,51130,"DAPHNIA PULICARIA",1.40,,
"TB",2005,2005-10-05 00:00:00,1,61801,"KERATELLA COCHLEARIS",0.30,,
"TB",2005,2005-10-05 00:00:00,1,61806,"KERATELLA QUADRATA",0.30,,
"TB",2005,2005-10-05 00:00:00,1,62000,"LEPADELLA",0.30,,
"TB",2005,2005-10-05 00:00:00,1,63005,"POLYARTHRA VULGARIS",2.20,,
"TB",2005,2005-10-05 00:00:00,1,88888,"UNKNOWN ROTIFER",0.60,,
"TB",2005,2005-11-17 00:00:00,1,50700,"BOSMINIDAE",296.80,,
"TB",2005,2005-11-17 00:00:00,1,51000,"CHYDORUS",0.30,,
"TB",2005,2005-11-17 00:00:00,1,60500,"CEPHALODELLA",1.10,,
"TB",2005,2005-11-17 00:00:00,1,61300,"EUCHLANIS",0.30,,
"TB",2005,2005-11-17 00:00:00,1,61800,"KERATELLA",1.70,,
"TB",2005,2005-11-17 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",1.10,,
"TB",2005,2005-11-17 00:00:00,1,62406,"MONOSTYLA LUNARIS",0.80,,
"TB",2005,2005-11-17 00:00:00,1,62902,"PLOESOMA LENTICULARE",0.30,,
"TB",2005,2005-11-17 00:00:00,1,63005,"POLYARTHRA VULGARIS",29.40,,
"TB",2005,2005-11-17 00:00:00,1,63400,"SYNCHAETA",0.30,,
"TB",2005,2005-11-17 00:00:00,1,63700,"TRICHOTRIA",0.30,,
"TB",2006,2006-02-22 00:00:00,1,61800,"KERATELLA",0.30,,
"TB",2006,2006-04-18 00:00:00,1,10000,"COPEPOD NAUPLII",3.40,,
"TB",2006,2006-04-18 00:00:00,1,20601,"MESOCYCLOPS EDAX",7.00,,
"TB",2006,2006-04-18 00:00:00,1,61800,"KERATELLA",0.30,,
"TB",2006,2006-04-18 00:00:00,1,88888,"UNKNOWN ROTIFER",2.50,,
"TB",2006,2006-05-18 00:00:00,1,10000,"COPEPOD NAUPLII",16.00,,
"TB",2006,2006-05-18 00:00:00,1,20601,"MESOCYCLOPS EDAX",3.90,,
"TB",2006,2006-05-18 00:00:00,1,50700,"BOSMINIDAE",0.80,,
"TB",2006,2006-05-18 00:00:00,1,51000,"CHYDORUS",0.30,,
"TB",2006,2006-05-18 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",0.30,,
"TB",2006,2006-05-18 00:00:00,1,61800,"KERATELLA",0.60,,
"TB",2006,2006-05-18 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",0.60,,
"TB",2006,2006-05-18 00:00:00,1,61810,"KERATELLA TICINENSIS",0.60,,
"TB",2006,2006-05-18 00:00:00,1,63003,"POLYARTHRA MAJOR",0.60,,
"TB",2006,2006-06-12 00:00:00,1,10000,"COPEPOD NAUPLII",16.00,30,0.20
