Sample_Name,Depth,DO,Temperature,pH,Secchi Depth
TBH11JUL08,0.5,6.33,22.2,,
TBH11JUL08,1,,21.1,,
TBH11JUL08,1.5,,15.2,,
TBH11JUL08,2,,10.3,,
TBH11JUL08,2.5,,7,,
TBH11JUL08,3,,5.3,,
TBH11JUL08,4,,4.2,,
TBH11JUL08,5,,4,,
TBH11JUL08,7,,7.4,,
TBH12AUG08,0,7.59,22.6,,
TBH12AUG08,0.5,7.43,21.9,,
TBH12AUG08,1,7.27,20.7,,
TBH12AUG08,1.5,0.15,16.6,,
TBH12AUG08,2,0.14,12,,
TBH12AUG08,2.5,0.13,9.2,,
TBH12AUG08,3,0.13,6.7,,
TBH12AUG08,3.5,0.12,5.4,,
TBH12AUG08,4,0.12,4.5,,
TBH12AUG08,5,0.1,4.1,,
TBH12AUG08,6,0.11,4,,
TBH12AUG08,7,0.11,4,,
TBH13JUN08,0,5.87,21.8,,
TBH13JUN08,0.5,5.75,19,,
TBH13JUN08,1,3.04,16.3,,
TBH13JUN08,1.5,0.34,11.2,,
TBH13JUN08,2,0.06,8.8,,
TBH13JUN08,2.5,0.03,6.6,,
TBH13JUN08,3,0.02,4.9,,
TBH13JUN08,3.5,0,4.4,,
TBH13JUN08,4,0.01,4.2,,
TBH13JUN08,5,0,4,,
TBH13JUN08,6,0,4,,
TBH13JUN08,7,0,4.1,,
TBH15AUG08,0,8,21.7,,
TBH15AUG08,0.5,7.91,20.4,,
TBH15AUG08,1,7.88,20,,
TBH15AUG08,1.5,0.09,16.8,,
TBH15AUG08,2,0.06,12.2,,
TBH15AUG08,2.5,0.05,8.9,,
TBH15AUG08,3,0.06,7,,
TBH15AUG08,3.5,0.04,5.3,,
TBH15AUG08,4,0.04,4.4,,
TBH15AUG08,5,0.04,4.1,,
TBH15AUG08,6,0.04,3.9,,
TBH15AUG08,7,0.04,4,,
TBH15JUL08,0,7.01,28.1,,
TBH15JUL08,0.5,6.65,21,,
TBH15JUL08,1,4.94,19.2,,
TBH15JUL08,1.5,0.53,16.5,,
TBH15JUL08,2,0.05,10.8,,
TBH15JUL08,2.5,0.03,7.3,,
TBH15JUL08,3,0.01,5.8,,
TBH15JUL08,3.5,0,4.8,,
TBH15JUL08,4,0,4.4,,
TBH15JUL08,5,0,4.1,,
TBH15JUL08,6,0,4.1,,
TBH15JUL08,7,0,4.1,,
TBH18JUL08,0,7.08,24.5,,
TBH18JUL08,0.5,7.49,23.3,,
TBH18JUL08,1,4.39,20.4,,
TBH18JUL08,1.5,0.67,17.1,,
TBH18JUL08,2,0.05,12,,
TBH18JUL08,2.5,0.05,8.1,,
TBH18JUL08,3,0.04,6.2,,
TBH18JUL08,3.5,0.02,5,,
TBH18JUL08,4,0.02,4.5,,
TBH18JUL08,5,0,4.1,,
TBH18JUL08,6,0,4.1,,
TBH18JUL08,7,0,4.2,,
TBH19AUG08,0,7.45,20.7,,
TBH19AUG08,0.5,7.2,20.5,,
TBH19AUG08,1,6.94,20,,
TBH19AUG08,1.5,1.95,17.8,,
TBH19AUG08,2,0.14,13.7,,
TBH19AUG08,2.5,0.13,9.7,,
TBH19AUG08,3,0.1,7.1,,
TBH19AUG08,3.5,0.1,5.6,,
TBH19AUG08,4,0.08,4.5,,
TBH19AUG08,5,0.07,3.9,,
TBH19AUG08,6,0.07,3.7,,
TBH19AUG08,7,0.06,3.8,,
TBH19JUN08,0,6.94,19.2,,
TBH19JUN08,0.5,6.55,18.6,,
TBH19JUN08,1,2,16.4,,
TBH19JUN08,1.5,0.32,11.9,,
TBH19JUN08,2,0.14,8.6,,
TBH19JUN08,2.5,0.12,6.5,,
TBH19JUN08,3,0.1,5.1,,
TBH19JUN08,3.5,0.05,4.6,,
TBH19JUN08,4,0,4.4,,
TBH19JUN08,5,0,4.2,,
TBH19JUN08,6,0,4.2,,
TBH19JUN08,7,0,4.2,,
TBH01JUL08,0,7.34,21.6,,
TBH01JUL08,0.5,7.36,21.1,,
TBH01JUL08,1,3.5,19.8,,
TBH01JUL08,1.5,0.5,15.8,,
TBH01JUL08,2,0.1,9.9,,
TBH01JUL08,2.5,0.09,6.8,,
TBH01JUL08,3,0.09,5.2,,
TBH01JUL08,3.5,0.07,4.6,,
TBH01JUL08,4,0.07,4.2,,
TBH01JUL08,5,0.06,4.1,,
TBH01JUL08,6,0.05,4.1,,
TBH01JUL08,7,0.06,4.2,,
TBH20SEP08,0,8.44,23.2,,
TBH20SEP08,0.5,8.44,20,,
TBH20SEP08,1,7.85,18,,
TBH20SEP08,1.5,4.47,16.7,,
TBH20SEP08,2,0.1,15.2,,
TBH20SEP08,2.5,0.08,12.9,,
TBH20SEP08,3,0.08,10.6,,
TBH20SEP08,3.5,0.08,8.9,,
TBH20SEP08,4,0.08,7.8,,
TBH20SEP08,5,0.08,6.8,,
TBH20SEP08,6,0.08,6.5,,
TBH20SEP08,7,0.08,6.5,,
TBH21AUG08,0,7.63,26.6,,
TBH21AUG08,0.5,7.39,25,,
TBH21AUG08,1,6.93,22.7,,
TBH21AUG08,1.5,3.5,19.8,,
TBH21AUG08,2,0.08,15.6,,
TBH21AUG08,2.5,0.08,12.2,,
TBH21AUG08,3,0.07,9.3,,
TBH21AUG08,3.5,0.07,7.6,,
TBH21AUG08,4,0.06,7.2,,
TBH21AUG08,5,0.06,6.5,,
TBH21AUG08,6,0.05,6.3,,
TBH21AUG08,7,0.04,6.4,,
TBH22JUL08,0,6.63,24.1,,
TBH22JUL08,0.5,6.97,22.5,,
TBH22JUL08,1,2.59,21.3,,
TBH22JUL08,1.5,0.83,17.5,,
TBH22JUL08,2,0.13,12.7,,
TBH22JUL08,2.5,0.08,8.8,,
TBH22JUL08,3,0.07,6.4,,
TBH22JUL08,3.5,0,5.1,,
TBH22JUL08,4,0,4.6,,
TBH22JUL08,4.5,0,4.2,,
TBH22JUL08,5,0,4.1,,
TBH22JUL08,5.5,0,4,,
TBH22JUL08,6,0,4.4,,
TBH22JUL08,7,0,4.2,,
TBH22JUL08,8,0,4.2,,
TBH22MAY08,0,8.71,18.3,,
TBH22MAY08,0.5,8.93,15,,
TBH22MAY08,1,6.14,11.7,,
TBH22MAY08,1.5,0.11,7.4,,
TBH22MAY08,2,0.06,5.1,,
TBH22MAY08,2.5,0.05,4.4,,
TBH22MAY08,3,0.04,4.2,,
TBH22MAY08,3.5,0.03,4.1,,
TBH22MAY08,4,0.04,4,,
TBH22MAY08,5,0.03,4,,
TBH22MAY08,6,0.03,4,,
TBH23OCT08,0,5.59,9.9,,
TBH23OCT08,0.5,5.5,9.6,,
TBH23OCT08,1,5.51,9.6,,
TBH23OCT08,1.5,5.45,9.5,,
TBH23OCT08,2,5.39,9.6,,
TBH23OCT08,2.5,5.37,9.6,,
TBH23OCT08,3,5.36,9.5,,
TBH23OCT08,3.5,4.84,9.4,,
TBH23OCT08,4,0.47,8.4,,
TBH23OCT08,5,0.21,6.7,,
TBH23OCT08,6,0.16,6.2,,
TBH23OCT08,7,0.14,6.1,,
TBH24JUN08,0,7.49,23.4,,
TBH24JUN08,0.5,7.18,21.3,,
TBH24JUN08,1,3.23,18.7,,
TBH24JUN08,1.5,0.56,15.2,,
TBH24JUN08,2,0,9.5,,
TBH24JUN08,2.5,0,6.9,,
TBH24JUN08,3,0,5.5,,
TBH24JUN08,3.5,0,4.4,,
TBH24JUN08,4,0,4.5,,
TBH24JUN08,5,0,4.1,,
TBH24JUN08,6,0,4,,
TBH24JUN08,7,0,4,,
TBH25AUG08,0,7.23,26.3,,
TBH25AUG08,0.5,7.58,22.4,,
TBH25AUG08,1,7.18,21,,
TBH25AUG08,1.5,3.77,19.8,,
TBH25AUG08,2,0.12,15.8,,
TBH25AUG08,2.5,0.08,11.9,,
TBH25AUG08,3,0.09,9.8,,
TBH25AUG08,3.5,0.1,8.1,,
TBH25AUG08,4,0.08,7,,
TBH25AUG08,5,0.07,6.2,,
TBH25AUG08,6,0.08,6.1,,
TBH25AUG08,7,0.07,6,,
TBH25JUL08,0,7.36,22.9,,
TBH25JUL08,0.5,7.41,22.8,,
TBH25JUL08,1,4.08,21.5,,
TBH25JUL08,1.5,0.33,17.6,,
TBH25JUL08,2,0.4,12.2,,
TBH25JUL08,2.5,0.1,8.8,,
TBH25JUL08,3,0.1,6.3,,
TBH25JUL08,3.5,0,5.3,,
TBH25JUL08,4,0,4.6,,
TBH25JUL08,5,0,4.2,,
TBH25JUL08,6,0,4.1,,
TBH25JUL08,7,0,4.2,,
TBH26MAY08,0,8.67,19.1,,
TBH26MAY08,0.5,8.03,17.4,,
TBH26MAY08,1,7.44,14.3,,
TBH26MAY08,1.5,0.14,8.3,,
TBH26MAY08,2,0.11,5.5,,
TBH26MAY08,2.5,0.06,4.4,,
TBH26MAY08,3,0.06,4.2,,
TBH26MAY08,3.5,0.06,4.2,,
TBH26MAY08,4,0.05,4.1,,
TBH26MAY08,5,0.05,4,,
TBH26MAY08,6,0.04,4.1,,
TBH26MAY08,7,0.04,4.1,,
TBH27JUN08,0,6.43,25.7,,
TBH27JUN08,0.5,6.56,24.6,,
TBH27JUN08,1,3.94,20.4,,
TBH27JUN08,1.5,0.62,14.6,,
TBH27JUN08,2,0.18,10.6,,
TBH27JUN08,2.5,0.05,7.5,,
TBH27JUN08,3,0,5.4,,
TBH27JUN08,3.5,0,5.2,,
TBH27JUN08,4,0,4.5,,
TBH27JUN08,5,0,4.2,,
TBH27JUN08,6,0,4.1,,
TBH27JUN08,7,0,4,,
TBH28SEP08,0,8.22,20.7,,
TBH28SEP08,0.5,8.16,18.8,,
TBH28SEP08,1,8.17,18.1,,
TBH28SEP08,1.5,2.03,17.2,,
TBH28SEP08,2,0.13,15.4,,
TBH28SEP08,2.5,0.08,12.9,,
TBH28SEP08,3,0.07,11.7,,
TBH28SEP08,3.5,0.06,9.2,,
TBH28SEP08,4,0.07,7.9,,
TBH28SEP08,5,0.08,6.7,,
TBH28SEP08,6,0.07,6.3,,
TBH28SEP08,7,0.06,6.3,,
TBH29JUL08,0,7.65,23.3,,
TBH29JUL08,0.5,7.7,23.3,,
TBH29JUL08,1,7.36,21.5,,
TBH29JUL08,1.5,0.55,18.3,,
TBH29JUL08,2,0.12,14,,
TBH29JUL08,2.5,0.05,9,,
TBH29JUL08,3,0.05,6.6,,
TBH29JUL08,3.5,0.03,5.3,,
TBH29JUL08,4,0,4.7,,
TBH29JUL08,5,0,4.3,,
TBH29JUL08,6,0,4.2,,
TBH29JUL08,7,0,4.2,,
TBH29MAY08,0,7.6,23.9,,
TBH29MAY08,0.5,8.21,18.5,,
TBH29MAY08,1,6.08,14.8,,
TBH29MAY08,1.5,0.18,10,,
TBH29MAY08,2,0.08,6.9,,
TBH29MAY08,2.5,0.07,5,,
TBH29MAY08,3,0.05,4.4,,
TBH29MAY08,3.5,0.05,4.2,,
TBH29MAY08,4,0.03,4.1,,
TBH29MAY08,5,0.04,4,,
TBH29MAY08,6,0.03,4,,
TBH29MAY08,7,0.03,4.1,,
TBH30APR08,0,12.22,9.9,,
TBH30APR08,0.5,12.06,6.2,,
TBH30APR08,1,2.12,4.7,,
TBH30APR08,1.5,1.44,4.2,,
TBH30APR08,2,1.17,4.1,,
TBH30APR08,2.5,0.14,4,,
TBH30APR08,3,0.07,3.9,,
TBH30APR08,3.5,0.06,3.9,,
TBH30APR08,4,0.06,3.9,,
TBH30APR08,5,0.06,3.9,,
TBH30APR08,6,0,3.9,,
TBH30APR08,7,0,4,,
TBH31AUG08,0,7.37,22.8,,
TBH31AUG08,0.5,7.36,22.2,,
TBH31AUG08,1,7,21.7,,
TBH31AUG08,1.5,2.8,19.7,,
TBH31AUG08,2,0.11,16.6,,
TBH31AUG08,2.5,0.09,13.2,,
TBH31AUG08,3,0.09,12.9,,
TBH31AUG08,3.5,0.1,10.1,,
TBH31AUG08,4,0.1,7.5,,
TBH31AUG08,5,0.11,6.6,,
TBH31AUG08,6,0.1,6.3,,
TBH31AUG08,7,0.09,6.4,,
TBH03JUN08,0,7.19,17.8,,
TBH03JUN08,0.5,7.18,16.8,,
TBH03JUN08,1,6.19,14.7,,
TBH03JUN08,1.5,0.19,10.1,,
TBH03JUN08,2,0.11,6.7,,
TBH03JUN08,2.5,0.1,5.5,,
TBH03JUN08,3,0.09,4.5,,
TBH03JUN08,3.5,0.07,4.3,,
TBH03JUN08,4,0.06,4.2,,
TBH04JUL08,0,7.07,28.2,,
TBH04JUL08,0.5,7.61,22.5,,
TBH04JUL08,1,2.88,19.7,,
TBH04JUL08,1.5,0.62,15.5,,
TBH04JUL08,2,0.05,9.9,,
TBH04JUL08,2.5,0.02,7.6,,
TBH04JUL08,3,0.01,5.3,,
TBH04JUL08,3.5,0.01,4.7,,
TBH04JUL08,4,0.01,4.4,,
TBH04JUL08,5,0,4.1,,
TBH04JUL08,6,0,4.1,,
TBH04JUL08,7,0,4.2,,
TBH04OCT08,0,9.27,17.3,,
TBH04OCT08,0.5,7.31,13.7,,
TBH04OCT08,1,5.47,12.9,,
TBH04OCT08,1.5,5.49,12.8,,
TBH04OCT08,2,5.36,12.8,,
TBH04OCT08,2.5,5.16,12.7,,
TBH04OCT08,3,0.1,10.6,,
TBH04OCT08,3.5,0.11,8.8,,
TBH04OCT08,4,0.12,7.6,,
TBH04OCT08,5,0.13,6.6,,
TBH04OCT08,6,0.14,6.6,,
TBH04OCT08,7,0.17,6.9,,
TBH06JUN08,0,7.15,19.7,,
TBH06JUN08,0.5,6.8,18.3,,
TBH06JUN08,1,5.65,15.3,,
TBH06JUN08,1.5,0.22,11,,
TBH06JUN08,2,0.12,7.1,,
TBH06JUN08,2.5,0.07,5.2,,
TBH06JUN08,3,0.07,4.5,,
TBH06JUN08,3.5,0.07,4.3,,
TBH06JUN08,4,0.04,4.2,,
TBH06JUN08,5,0.03,4,,
TBH06JUN08,6,0.04,4,,
TBH06JUN08,7,0.04,4.1,,
TBH08JUL08,0,6.1,24.6,,
TBH08JUL08,0.5,5.81,24.3,,
TBH08JUL08,1,1.3,20.9,,
TBH08JUL08,1.5,0.32,15.7,,
TBH08JUL08,2,0.07,11.1,,
TBH08JUL08,2.5,0.07,6.2,,
TBH08JUL08,3,0.06,4.7,,
TBH08JUL08,3.5,0.05,4.5,,
TBH08JUL08,4,0.04,4.4,,
TBH08JUL08,5,0.03,4.4,,
TBH08JUL08,6,0.01,4.5,,
TBH08JUL08,7,0.02,4.6,,
NSH17JUL08,0.5,8.5,23.8,,
NSH17JUL08,1,4.05,21.1,,
NSH17JUL08,1.5,1.92,19.8,,
NSH17JUL08,2,0.32,19.3,,
NSH17JUL08,2.5,0.01,19.1,,
NSH17JUL08,3,0,18.7,,
NSH17JUL08,3.5,0,18.4,,
NSH17JUL08,4,0,17.7,,
NSE29APR08,0,7.7,5.5,5.02,0.61
CBH29MAY09,0,8.9,21.7,3.55,
CBH29MAY09,0.5,9.1,20.2,3.55,
CBH29MAY09,1,9.33,15,3.55,
CBH29MAY09,1.5,5.33,11.9,3.15,
CBH29MAY09,2,0.47,8.6,3.15,
CBH03JUN09,0,7.6,21,3.68,
CBH03JUN09,0.5,8.27,16.4,3.68,
CBH03JUN09,1,7.65,14.9,3.68,
CBH03JUN09,1.5,5.26,12.2,3.25,
CBH03JUN09,2,4.01,10.1,3.25,
CBH08JUN09,0,9.21,14.3,4.05,
CBH08JUN09,0.5,9.13,14.4,4.05,
CBH08JUN09,1,9.19,14.4,4.05,
CBH08JUN09,1.5,6.11,13.2,3.47,
CBH08JUN09,2,0.27,10.6,3.47,
TBH29MAY09,0,8.93,19.1,3.72,
TBH29MAY09,0.5,8.93,17.3,3.72,
TBH29MAY09,1,9.8,14.6,3.72,
TBH29MAY09,1.5,0.5,9.3,3.72,
TBH29MAY09,2,0.38,6.5,3.72,
TBH29MAY09,2.5,0.35,5.2,3.95,
TBH29MAY09,3,0.33,4.6,3.95,
TBH29MAY09,3.5,0.31,4.4,3.95,
TBH29MAY09,4,0.29,4.4,3.95,
TBH29MAY09,5,0.32,4.3,3.95,
TBH29MAY09,6,0.27,4.3,3.95,
TBH03JUN09,0,7.72,21.4,4.63,
TBH03JUN09,0.5,8.28,16.5,4.63,
TBH03JUN09,1,8.57,15.3,4.63,
TBH03JUN09,1.5,2.3,11.6,4.63,
TBH03JUN09,2,0.55,7.8,4.63,
TBH03JUN09,2.5,0.43,5.7,3.98,
TBH03JUN09,3,0.38,4.9,3.98,
TBH03JUN09,3.5,0.34,4.6,3.98,
TBH03JUN09,4,0.3,4.4,3.98,
TBH03JUN09,5,0.25,4.3,3.98,
TBH03JUN09,6,0.24,4.2,3.98,
TBH08JUN09,0,9.5,14.2,4.32,
TBH08JUN09,0.5,9.31,14.2,4.32,
TBH08JUN09,1,4.6,13.8,4.32,
TBH08JUN09,1.5,0.22,11,4.32,
TBH08JUN09,2,0.23,7.6,4.32,
TBH08JUN09,2.5,0.23,5.8,4.03,
TBH08JUN09,3,0.22,5,4.03,
TBH08JUN09,3.5,0.21,4.6,4.03,
TBH08JUN09,4,0.22,4.4,4.03,
TBH08JUN09,5,0.21,4.4,4.03,
TBH08JUN09,6,0.21,4.3,4.03,
NSH29MAY09,0,8,17.6,4.59,
NSH29MAY09,0.5,7.99,17.4,4.59,
NSH29MAY09,1,7.55,16.6,4.59,
NSH29MAY09,1.5,7.8,15.2,4.59,
NSH29MAY09,2,11.87,11.6,4.59,
NSH29MAY09,2.5,4,8.8,4.59,
NSH29MAY09,3,0.6,7,4.59,
NSH29MAY09,3.5,0.44,5.9,4.25,
NSH29MAY09,4,0.4,5.6,4.25,
NSH02JUN09,0,7.73,15.6,4.81,
NSH02JUN09,0.5,7.46,15.3,4.81,
NSH02JUN09,1,7.32,15.2,4.81,
NSH02JUN09,1.5,7.34,15.1,4.81,
NSH02JUN09,2,10.75,12.3,4.81,
NSH02JUN09,2.5,2.77,9.3,4.12,
NSH02JUN09,3,0.41,7.4,4.12,
NSH02JUN09,3.5,0.31,6.3,4.12,
NSH02JUN09,4,0.28,5.7,4.12,
NSH05JUN09,0,8.14,18,4.28,
NSH05JUN09,0.5,8.3,17.4,4.28,
NSH05JUN09,1,7.96,17.1,4.28,
NSH05JUN09,1.5,8.19,15.7,4.28,
NSH05JUN09,2,10.24,12.9,4.28,
NSH05JUN09,2.5,4.88,9.9,4,
NSH05JUN09,3,1.3,7.8,4,
NSH05JUN09,3.5,0.51,6.4,4,
NSH05JUN09,4,0.38,5.8,4,
NSH08JUN09,0,9.32,15.4,4.19,
NSH08JUN09,0.5,9.2,15.4,4.19,
NSH08JUN09,1,9.18,15.4,4.19,
NSH08JUN09,1.5,9.05,15.4,4.19,
NSH08JUN09,2,12.02,13.4,4.19,
NSH08JUN09,2.5,5.06,10.2,4.09,
NSH08JUN09,3,0.32,7.6,4.09,
NSH08JUN09,3.5,0.25,6.3,4.09,
NSH08JUN09,4,0.23,5.9,4.09,
SSH29MAY09,0,7.31,17.2,4.15,
SSH29MAY09,0.5,7.09,16.9,4.15,
SSH29MAY09,1,7.25,14.9,4.15,
SSH29MAY09,1.5,6,12,4.15,
SSH29MAY09,2,3.12,8.7,4.15,
SSH29MAY09,2.5,0.43,6.2,4.3,
SSH29MAY09,3,0.36,5,4.3,
SSH29MAY09,3.5,0.32,4.6,4.3,
SSH29MAY09,4,0.22,4.5,4.3,
SSH29MAY09,5,0.31,4.3,4.3,
SSH29MAY09,6,0.3,4.3,4.3,
SSH29MAY09,7,0.3,4.5,4.3,
SSH29MAY09,8,0.29,4.5,4.3,
SSH02JUN09,0,6.95,14.7,3.69,
SSH02JUN09,0.5,6.73,14.7,3.69,
SSH02JUN09,1,6.59,14.5,3.69,
SSH02JUN09,1.5,4.75,13,3.69,
SSH02JUN09,2,3.1,9.3,3.69,
SSH02JUN09,2.5,0.34,6.6,4.02,
SSH02JUN09,3,0.24,5.3,4.02,
SSH02JUN09,3.5,0.21,4.8,4.02,
SSH02JUN09,4,0.2,4.5,4.02,
SSH02JUN09,5,0.21,4.3,4.02,
SSH02JUN09,6,0.2,4.3,4.02,
SSH02JUN09,7,0.18,4.3,4.02,
SSH02JUN09,8,0.18,4.3,4.02,
SSH08JUN09,0,8.35,14.4,3.71,
SSH08JUN09,0.5,8.25,14.3,3.71,
SSH08JUN09,1,8.21,14.3,3.71,
SSH08JUN09,1.5,4.91,13.8,3.71,
SSH08JUN09,2,3.46,10.1,3.71,
SSH08JUN09,2.5,0.51,7.3,4.15,
SSH08JUN09,3,0.29,5.7,4.15,
SSH08JUN09,3.5,0.25,4.8,4.15,
SSH08JUN09,4,0.25,4.7,4.15,
SSH08JUN09,5,0.25,4.5,4.15,
SSH08JUN09,6,0.24,4.4,4.15,
SSH08JUN09,7,0.22,4.4,4.15,
SSH08JUN09,8,0.23,4.5,4.15,
MAH30MAY09,0,9.35,17.1,4.67,
MAH30MAY09,0.5,9.1,16.6,4.67,
MAH30MAY09,1,10.2,15.2,4.67,
MAH30MAY09,1.5,1.5,11.7,4.67,
MAH30MAY09,2,0.47,7.1,4.67,
MAH30MAY09,2.5,0.36,5.9,4.67,
MAH30MAY09,3,0.34,4.8,4.67,
MAH30MAY09,3.5,0.3,4.5,4.62,
MAH30MAY09,4,0.3,4.2,4.62,
MAH30MAY09,5,0.27,4.1,4.62,
MAH30MAY09,6,0.25,4.2,4.62,
MAH30MAY09,7,0.25,4.3,4.62,
MAH30MAY09,8,0.23,4.5,4.62,
MAH30MAY09,9,0.23,4.6,4.62,
MAH30MAY09,10,0.22,4.6,4.62,
MAH30MAY09,11,0.22,4.6,4.62,
MAH30MAY09,12,0.22,4.6,4.62,
MAH30MAY09,13,0.22,4.6,4.62,
MAH30MAY09,14,0.22,4.6,4.62,
MAH30MAY09,15,0.22,4.6,4.62,
MAH30MAY09,16,0.23,4.7,4.62,
MAH30MAY09,17,0.22,4.7,4.62,
MAH30MAY09,18,0.21,4.7,4.62,
MAH30MAY09,19,0.21,4.7,4.62,
MAH30MAY09,20,0.21,4.7,4.62,
MAH03JUN09,0,8.95,16.3,5.62,
MAH03JUN09,0.5,8.75,14.6,5.62,
MAH03JUN09,1,8.33,14,5.62,
MAH03JUN09,1.5,1.82,12.2,5.62,
MAH03JUN09,2,0.41,8.4,5.62,
MAH03JUN09,2.5,0.42,6.2,5.29,
MAH03JUN09,3,0.43,5,5.29,
MAH03JUN09,3.5,0.38,4.4,5.29,
MAH03JUN09,4,0.38,4.3,5.29,
MAH03JUN09,5,0.37,4.1,5.29,
MAH03JUN09,6,0.35,4.2,5.29,
MAH03JUN09,7,0.34,4.3,5.29,
MAH03JUN09,8,0.33,4.5,5.29,
MAH03JUN09,9,0.34,4.6,5.29,
MAH03JUN09,10,0.32,4.6,5.29,
MAH03JUN09,11,0.32,4.6,5.29,
MAH03JUN09,12,0.31,4.6,5.29,
MAH03JUN09,13,0.31,4.6,5.29,
MAH03JUN09,14,0.3,4.6,5.29,
MAH03JUN09,15,0.3,4.7,5.29,
MAH03JUN09,16,0.3,4.7,5.29,
MAH03JUN09,17,0.3,4.7,5.29,
MAH03JUN09,18,0.3,4.7,5.29,
MAH03JUN09,19,0.29,4.7,5.29,
MAH03JUN09,20,0.31,4.7,5.29,
MAH09JUN09,0,8.87,13.2,4.88,
MAH09JUN09,0.5,8.61,13.1,4.88,
MAH09JUN09,1,8.24,12.1,4.88,
MAH09JUN09,1.5,2.73,8.2,4.88,
MAH09JUN09,2,0.42,6,4.88,
MAH09JUN09,2.5,0.37,5.1,5.56,
MAH09JUN09,3,0.37,4.5,5.56,
MAH09JUN09,3.5,0.36,4.3,5.56,
MAH09JUN09,4,0.35,4.2,5.56,
MAH09JUN09,5,0.35,4.2,5.56,
MAH09JUN09,6,0.34,4.3,5.56,
MAH09JUN09,7,0.33,4.5,5.56,
MAH09JUN09,8,0.31,4.6,5.56,
MAH09JUN09,9,0.31,4.6,5.56,
MAH09JUN09,10,0.28,4.6,5.56,
MAH09JUN09,11,0.27,4.6,5.56,
MAH09JUN09,12,0.27,4.6,5.56,
MAH09JUN09,13,0.27,4.6,5.56,
MAH09JUN09,14,0.27,4.6,5.56,
MAH09JUN09,15,0.27,4.7,5.56,
MAH09JUN09,16,0.26,4.7,5.56,
MAH09JUN09,17,0.24,4.7,5.56,
MAH09JUN09,18,0.24,4.7,5.56,
MAH09JUN09,19,0.24,4.7,5.56,
MAH09JUN09,20,0.24,4.7,5.56,
NSH12JUN09,0,7.77,15.6,4.39,2
NSH12JUN09,0.5,7.82,15.2,4.39,2
NSH12JUN09,1,7.76,15.1,4.39,2
NSH12JUN09,1.5,7.7,14.7,4.39,2
NSH12JUN09,2,8.18,14,4.39,2
NSH12JUN09,2.5,3.83,11.1,3.84,2
NSH12JUN09,3,0.41,7.5,3.84,2
NSH12JUN09,3.5,0.41,6.5,3.84,2
NSH12JUN09,4,0.41,6.1,3.84,2
TBH15JUN09,0,9.12,20.3,3.24,1.5
TBH15JUN09,0.5,8.48,18.8,3.24,1.5
TBH15JUN09,1,9.92,15.6,3.24,1.5
TBH15JUN09,1.5,1.19,12,3.24,1.5
TBH15JUN09,2,0.63,8.9,3.24,1.5
TBH15JUN09,2.5,0.43,6.6,3.73,1.5
TBH15JUN09,3,0.35,5.2,3.73,1.5
TBH15JUN09,3.5,0.28,4.7,3.73,1.5
TBH15JUN09,4,0.24,4.5,3.73,1.5
TBH15JUN09,5,0.21,4.4,3.73,1.5
TBH15JUN09,6,0.19,4.3,3.73,1.5
SSH15JUN09,0,8.55,18.5,3.51,2
SSH15JUN09,0.5,8.02,18.3,3.51,2
SSH15JUN09,1,4.5,13.1,3.51,2
SSH15JUN09,1.5,3.08,10.8,3.51,2
SSH15JUN09,2,1.45,9.9,3.51,2
SSH15JUN09,2.5,0.41,7.5,4.07,2
SSH15JUN09,3,0.21,5.9,4.07,2
SSH15JUN09,3.5,0.15,5,4.07,2
SSH15JUN09,4,0.12,4.7,4.07,2
SSH15JUN09,5,0.11,4.4,4.07,2
SSH15JUN09,6,0.11,4.3,4.07,2
SSH15JUN09,7,0.09,4.4,4.07,2
NSH15JUN09,0,9.33,19,3.9,2.5
NSH15JUN09,0.5,8.98,18.7,3.9,2.5
NSH15JUN09,1,9.04,16.8,3.9,2.5
NSH15JUN09,1.5,9.07,16.1,3.9,2.5
NSH15JUN09,2,8.93,13.5,3.9,2.5
NSH15JUN09,2.5,3.91,10.8,4.04,2.5
NSH15JUN09,3,0.43,8.2,4.04,2.5
NSH15JUN09,3.5,0.22,7,4.04,2.5
NSH15JUN09,4,0.18,6.8,4.04,2.5
MAH16JUN09,0,7.53,25.3,5.24,
MAH16JUN09,0.5,8.65,19.4,5.24,
MAH16JUN09,1,9.69,15.3,5.24,
MAH16JUN09,1.5,2.6,12,5.24,
MAH16JUN09,2,0.42,9.3,5.24,
MAH16JUN09,2.5,0.31,6.7,5.07,
MAH16JUN09,3,0.28,5.4,5.07,
MAH16JUN09,3.5,0.25,4.8,5.07,
MAH16JUN09,4,0.24,4.5,5.07,
MAH16JUN09,5,0.21,4.3,5.07,
MAH16JUN09,6,0.2,4.3,5.07,
MAH16JUN09,7,0.19,4.3,5.07,
MAH16JUN09,8,0.18,4.5,5.07,
MAH16JUN09,9,0.17,4.6,5.07,
MAH16JUN09,10,0.17,4.6,5.07,
MAH16JUN09,11,0.17,4.6,5.07,
MAH16JUN09,12,0.17,4.6,5.07,
MAH16JUN09,13,0.16,4.6,5.07,
MAH16JUN09,14,0.16,4.6,5.07,
MAH16JUN09,15,0.16,4.6,5.07,
MAH16JUN09,16,0.16,4.7,5.07,
MAH16JUN09,17,0.16,4.7,5.07,
MAH16JUN09,18,0.16,4.7,5.07,
MAH16JUN09,19,0.16,4.7,5.07,
MAH16JUN09,20,0.16,4.7,5.07,
